danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.7,0.181,11,-21.846,0,0.032,0.61,0,0.116,0.278,104.005,audio_features,31uMUmgG6ElHyB8IruI8yu,spotify:track:31uMUmgG6ElHyB8IruI8yu,https://api.spotify.com/v1/tracks/31uMUmgG6ElHyB8IruI8yu,https://api.spotify.com/v1/audio-analysis/31uMUmgG6ElHyB8IruI8yu,274080,4
0.573,0.749,9,-6.007,1,0.0275,0.0542,0,0.37,0.751,100.016,audio_features,6uTuM8rNN1rNrUXtgKxoo3,spotify:track:6uTuM8rNN1rNrUXtgKxoo3,https://api.spotify.com/v1/tracks/6uTuM8rNN1rNrUXtgKxoo3,https://api.spotify.com/v1/audio-analysis/6uTuM8rNN1rNrUXtgKxoo3,258787,4
0.716,0.829,2,-5.52,0,0.0382,0.345,0,0.188,0.511,130.006,audio_features,7za2a3Rc0rMLm1yrNAyygq,spotify:track:7za2a3Rc0rMLm1yrNAyygq,https://api.spotify.com/v1/tracks/7za2a3Rc0rMLm1yrNAyygq,https://api.spotify.com/v1/audio-analysis/7za2a3Rc0rMLm1yrNAyygq,199987,4
0.493,0.636,1,-7.408,1,0.0256,0.0629,2.49e-06,0.0921,0.279,79.419,audio_features,78PKCefXwDLbl4FVO1Pjzh,spotify:track:78PKCefXwDLbl4FVO1Pjzh,https://api.spotify.com/v1/tracks/78PKCefXwDLbl4FVO1Pjzh,https://api.spotify.com/v1/audio-analysis/78PKCefXwDLbl4FVO1Pjzh,284907,4
0.377,0.694,2,-7.746,1,0.035,0.248,0.0924,0.107,0.217,150.182,audio_features,129KkXTFxno3172rqSNGRF,spotify:track:129KkXTFxno3172rqSNGRF,https://api.spotify.com/v1/tracks/129KkXTFxno3172rqSNGRF,https://api.spotify.com/v1/audio-analysis/129KkXTFxno3172rqSNGRF,305440,4
0.386,0.725,3,-4.929,0,0.0333,0.00019,0.00174,0.0579,0.156,118.483,audio_features,40vuTzm2V5oBE2boMaARr9,spotify:track:40vuTzm2V5oBE2boMaARr9,https://api.spotify.com/v1/tracks/40vuTzm2V5oBE2boMaARr9,https://api.spotify.com/v1/audio-analysis/40vuTzm2V5oBE2boMaARr9,532267,4
0.132,0.0176,9,-27.762,0,0.0362,0.927,0.964,0.0729,0.0624,95.979,audio_features,2H4zwjbv0D0ggDhf0E8j8j,spotify:track:2H4zwjbv0D0ggDhf0E8j8j,https://api.spotify.com/v1/tracks/2H4zwjbv0D0ggDhf0E8j8j,https://api.spotify.com/v1/audio-analysis/2H4zwjbv0D0ggDhf0E8j8j,199423,3
0.296,0.634,4,-7.599,0,0.0345,0.222,0.000273,0.312,0.131,170.083,audio_features,1l66x5r6uxt5xfbX8qPZbW,spotify:track:1l66x5r6uxt5xfbX8qPZbW,https://api.spotify.com/v1/tracks/1l66x5r6uxt5xfbX8qPZbW,https://api.spotify.com/v1/audio-analysis/1l66x5r6uxt5xfbX8qPZbW,344224,4
0.489,0.736,7,-7.333,1,0.0359,0.14,0.01,0.241,0.524,163.84,audio_features,3DMMh0nPzvgWBiWD3m5HeN,spotify:track:3DMMh0nPzvgWBiWD3m5HeN,https://api.spotify.com/v1/tracks/3DMMh0nPzvgWBiWD3m5HeN,https://api.spotify.com/v1/audio-analysis/3DMMh0nPzvgWBiWD3m5HeN,190244,4
0.594,0.588,4,-6.04,0,0.0318,0.535,0,0.165,0.408,139.979,audio_features,5eKIwaGYnDnF1oAKpwnPSM,spotify:track:5eKIwaGYnDnF1oAKpwnPSM,https://api.spotify.com/v1/tracks/5eKIwaGYnDnF1oAKpwnPSM,https://api.spotify.com/v1/audio-analysis/5eKIwaGYnDnF1oAKpwnPSM,297195,4
0.302,0.634,11,-6.059,0,0.0299,0.0419,0.000326,0.197,0.298,144.015,audio_features,7K93SEQIA9PFKDN8ps4xWF,spotify:track:7K93SEQIA9PFKDN8ps4xWF,https://api.spotify.com/v1/tracks/7K93SEQIA9PFKDN8ps4xWF,https://api.spotify.com/v1/audio-analysis/7K93SEQIA9PFKDN8ps4xWF,321867,4
0.664,0.275,9,-10.966,0,0.0355,0.888,0,0.091,0.496,117.033,audio_features,46DepxozCdj7BZmxiZtTpu,spotify:track:46DepxozCdj7BZmxiZtTpu,https://api.spotify.com/v1/tracks/46DepxozCdj7BZmxiZtTpu,https://api.spotify.com/v1/audio-analysis/46DepxozCdj7BZmxiZtTpu,268773,5
0.516,0.614,5,-8.47,1,0.0305,0.000268,0.00124,0.0755,0.775,160.001,audio_features,3acbmEOL3vhwvjwEnMI12R,spotify:track:3acbmEOL3vhwvjwEnMI12R,https://api.spotify.com/v1/tracks/3acbmEOL3vhwvjwEnMI12R,https://api.spotify.com/v1/audio-analysis/3acbmEOL3vhwvjwEnMI12R,228375,4
0.482,0.707,11,-5.231,0,0.0399,0.0925,0,0.0857,0.404,163.953,audio_features,62Nuh1xuZf6Nbn3dSYLYS1,spotify:track:62Nuh1xuZf6Nbn3dSYLYS1,https://api.spotify.com/v1/tracks/62Nuh1xuZf6Nbn3dSYLYS1,https://api.spotify.com/v1/audio-analysis/62Nuh1xuZf6Nbn3dSYLYS1,285806,4
0.376,0.493,9,-10.953,1,0.0496,0.0122,0,0.133,0.356,98.029,audio_features,4O7ZMlEljJBSYU9rFXvpUD,spotify:track:4O7ZMlEljJBSYU9rFXvpUD,https://api.spotify.com/v1/tracks/4O7ZMlEljJBSYU9rFXvpUD,https://api.spotify.com/v1/audio-analysis/4O7ZMlEljJBSYU9rFXvpUD,201410,4
0.594,0.674,1,-6.076,1,0.026,0.119,2.57e-06,0.152,0.413,89.974,audio_features,3zjxkFv5Kws37esqhIYQFq,spotify:track:3zjxkFv5Kws37esqhIYQFq,https://api.spotify.com/v1/tracks/3zjxkFv5Kws37esqhIYQFq,https://api.spotify.com/v1/audio-analysis/3zjxkFv5Kws37esqhIYQFq,198531,4
0.467,0.695,2,-5.78,0,0.026,0.00118,1.39e-05,0.19,0.314,96.288,audio_features,58eCxeMiYO9etjqMAxHTlO,spotify:track:58eCxeMiYO9etjqMAxHTlO,https://api.spotify.com/v1/tracks/58eCxeMiYO9etjqMAxHTlO,https://api.spotify.com/v1/audio-analysis/58eCxeMiYO9etjqMAxHTlO,248933,4
0.316,0.32,4,-12.395,0,0.0346,0.292,0.751,0.137,0.128,130.836,audio_features,6qvfeDEiwboR8RpUCxTt54,spotify:track:6qvfeDEiwboR8RpUCxTt54,https://api.spotify.com/v1/tracks/6qvfeDEiwboR8RpUCxTt54,https://api.spotify.com/v1/audio-analysis/6qvfeDEiwboR8RpUCxTt54,339200,4
0.538,0.556,4,-10.205,1,0.0273,0.0514,0,0.0829,0.321,93.993,audio_features,1W8CaEjzB5rORzBRy6RExK,spotify:track:1W8CaEjzB5rORzBRy6RExK,https://api.spotify.com/v1/tracks/1W8CaEjzB5rORzBRy6RExK,https://api.spotify.com/v1/audio-analysis/1W8CaEjzB5rORzBRy6RExK,211010,4
0.533,0.541,6,-7.854,1,0.0252,0.217,4.39e-06,0.11,0.335,144.135,audio_features,5CaKpl8JB1FMCbsgh0sgO8,spotify:track:5CaKpl8JB1FMCbsgh0sgO8,https://api.spotify.com/v1/tracks/5CaKpl8JB1FMCbsgh0sgO8,https://api.spotify.com/v1/audio-analysis/5CaKpl8JB1FMCbsgh0sgO8,197967,4
0.701,0.517,6,-10.507,0,0.0274,0.101,0.0429,0.154,0.837,96.31,audio_features,48MFiUkiWoMXvMkYHjEpzG,spotify:track:48MFiUkiWoMXvMkYHjEpzG,https://api.spotify.com/v1/tracks/48MFiUkiWoMXvMkYHjEpzG,https://api.spotify.com/v1/audio-analysis/48MFiUkiWoMXvMkYHjEpzG,224725,4
0.809,0.965,0,-3.947,1,0.0427,0.177,0,0.0577,0.672,130.103,audio_features,2c3sKqWYVJ0NsE3elgRhKH,spotify:track:2c3sKqWYVJ0NsE3elgRhKH,https://api.spotify.com/v1/tracks/2c3sKqWYVJ0NsE3elgRhKH,https://api.spotify.com/v1/audio-analysis/2c3sKqWYVJ0NsE3elgRhKH,215432,4
0.542,0.464,2,-9.055,0,0.031,0.00888,0.847,0.174,0.0684,120.051,audio_features,2XJpwiyntoO6hzdI0qQjg1,spotify:track:2XJpwiyntoO6hzdI0qQjg1,https://api.spotify.com/v1/tracks/2XJpwiyntoO6hzdI0qQjg1,https://api.spotify.com/v1/audio-analysis/2XJpwiyntoO6hzdI0qQjg1,287413,4
0.541,0.378,2,-9.905,1,0.0283,0.254,0.766,0.0957,0.0611,119.99,audio_features,2BkkbXkA3lrV9hvtkZLwNN,spotify:track:2BkkbXkA3lrV9hvtkZLwNN,https://api.spotify.com/v1/tracks/2BkkbXkA3lrV9hvtkZLwNN,https://api.spotify.com/v1/audio-analysis/2BkkbXkA3lrV9hvtkZLwNN,219973,3
0.243,0.291,4,-9.298,0,0.0329,0.0722,0.871,0.36,0.0338,99.069,audio_features,3H80HBXesBIjYQpwOo0Gk8,spotify:track:3H80HBXesBIjYQpwOo0Gk8,https://api.spotify.com/v1/tracks/3H80HBXesBIjYQpwOo0Gk8,https://api.spotify.com/v1/audio-analysis/3H80HBXesBIjYQpwOo0Gk8,427493,3
0.492,0.397,9,-10.239,0,0.0291,0.283,0.893,0.0977,0.0516,150.001,audio_features,3a7nji7d6PSFRhxN6boQFa,spotify:track:3a7nji7d6PSFRhxN6boQFa,https://api.spotify.com/v1/tracks/3a7nji7d6PSFRhxN6boQFa,https://api.spotify.com/v1/audio-analysis/3a7nji7d6PSFRhxN6boQFa,348865,4
0.173,0.295,9,-12.381,0,0.0411,0.922,0.934,0.103,0.0583,67.41,audio_features,47maFtUKPECVkpKoQcFedD,spotify:track:47maFtUKPECVkpKoQcFedD,https://api.spotify.com/v1/tracks/47maFtUKPECVkpKoQcFedD,https://api.spotify.com/v1/audio-analysis/47maFtUKPECVkpKoQcFedD,263547,4
0.503,0.618,7,-6.06,0,0.0299,0.379,0,0.114,0.232,81.907,audio_features,59PCsXjyZnAzDTOyC4QdZx,spotify:track:59PCsXjyZnAzDTOyC4QdZx,https://api.spotify.com/v1/tracks/59PCsXjyZnAzDTOyC4QdZx,https://api.spotify.com/v1/audio-analysis/59PCsXjyZnAzDTOyC4QdZx,233560,4
0.703,0.867,6,-4.292,1,0.0453,0.107,0,0.119,0.546,128.008,audio_features,5HOpkTTVcmZHnthgyxrIL8,spotify:track:5HOpkTTVcmZHnthgyxrIL8,https://api.spotify.com/v1/tracks/5HOpkTTVcmZHnthgyxrIL8,https://api.spotify.com/v1/audio-analysis/5HOpkTTVcmZHnthgyxrIL8,213708,4
0.71,0.452,1,-9.731,0,0.0262,0.0902,0.000115,0.0822,0.649,104.986,audio_features,7m8aYOQZaIvOcZOJjwc7U7,spotify:track:7m8aYOQZaIvOcZOJjwc7U7,https://api.spotify.com/v1/tracks/7m8aYOQZaIvOcZOJjwc7U7,https://api.spotify.com/v1/audio-analysis/7m8aYOQZaIvOcZOJjwc7U7,239143,4
0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,5vdp5UmvTsnMEMESIF2Ym7,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,214653,4
0.337,0.407,4,-6.804,0,0.031,0.753,0,0.205,0.132,118.55,audio_features,4tBXtVfrQ4jyW2V9YuMX7s,spotify:track:4tBXtVfrQ4jyW2V9YuMX7s,https://api.spotify.com/v1/tracks/4tBXtVfrQ4jyW2V9YuMX7s,https://api.spotify.com/v1/audio-analysis/4tBXtVfrQ4jyW2V9YuMX7s,263268,4
0.4,0.349,5,-11.36,1,0.0303,0.108,0.718,0.09,0.106,127.648,audio_features,6Co4J61vW30fyqAKoh9Gfl,spotify:track:6Co4J61vW30fyqAKoh9Gfl,https://api.spotify.com/v1/tracks/6Co4J61vW30fyqAKoh9Gfl,https://api.spotify.com/v1/audio-analysis/6Co4J61vW30fyqAKoh9Gfl,338000,4
0.548,0.681,0,-7.461,0,0.0451,0.552,0,0.269,0.776,169.85,audio_features,2TIImDvjXi6GY3vowFQmRE,spotify:track:2TIImDvjXi6GY3vowFQmRE,https://api.spotify.com/v1/tracks/2TIImDvjXi6GY3vowFQmRE,https://api.spotify.com/v1/audio-analysis/2TIImDvjXi6GY3vowFQmRE,206307,4
0.289,0.499,11,-7.966,1,0.0372,0.105,0.00126,0.13,0.172,113.526,audio_features,6o00N22CZ9iy6XtCFSLOc1,spotify:track:6o00N22CZ9iy6XtCFSLOc1,https://api.spotify.com/v1/tracks/6o00N22CZ9iy6XtCFSLOc1,https://api.spotify.com/v1/audio-analysis/6o00N22CZ9iy6XtCFSLOc1,332093,4
0.5,0.658,9,-7.294,1,0.0241,0.104,0.341,0.0628,0.472,89.973,audio_features,0je7Qe5s1QbsoEtgtFQFLG,spotify:track:0je7Qe5s1QbsoEtgtFQFLG,https://api.spotify.com/v1/tracks/0je7Qe5s1QbsoEtgtFQFLG,https://api.spotify.com/v1/audio-analysis/0je7Qe5s1QbsoEtgtFQFLG,283720,4
0.783,0.454,4,-8.251,1,0.0489,0.456,0,0.155,0.711,111.577,audio_features,4VWbPQUPvLes814r6T11Jz,spotify:track:4VWbPQUPvLes814r6T11Jz,https://api.spotify.com/v1/tracks/4VWbPQUPvLes814r6T11Jz,https://api.spotify.com/v1/audio-analysis/4VWbPQUPvLes814r6T11Jz,157627,4
0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,audio_features,1qRA5BS78u3gME0loMl9AA,spotify:track:1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA,153693,4
0.431,0.706,9,-8.249,0,0.0298,0.0814,0.827,0.337,0.535,91.024,audio_features,1t30ilLujUB0QmgnSo7XnH,spotify:track:1t30ilLujUB0QmgnSo7XnH,https://api.spotify.com/v1/tracks/1t30ilLujUB0QmgnSo7XnH,https://api.spotify.com/v1/audio-analysis/1t30ilLujUB0QmgnSo7XnH,219680,4
0.671,0.306,9,-12.61,0,0.041,0.645,0,0.083,0.505,150.084,audio_features,0PpfMNvbWwsjuho31FK2zG,spotify:track:0PpfMNvbWwsjuho31FK2zG,https://api.spotify.com/v1/tracks/0PpfMNvbWwsjuho31FK2zG,https://api.spotify.com/v1/audio-analysis/0PpfMNvbWwsjuho31FK2zG,192000,4
0.368,0.203,5,-9.085,0,0.0332,0.362,0.126,0.113,0.261,140.894,audio_features,5yoUHMA44AWdSUeXnpHSA7,spotify:track:5yoUHMA44AWdSUeXnpHSA7,https://api.spotify.com/v1/tracks/5yoUHMA44AWdSUeXnpHSA7,https://api.spotify.com/v1/audio-analysis/5yoUHMA44AWdSUeXnpHSA7,479600,4
0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,audio_features,6Vc5wAMmXdKIAM7WUoEb7N,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,229400,3
0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,audio_features,5T8EDUDqKcs6OSOwEsfqG7,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/tracks/5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/audio-analysis/5T8EDUDqKcs6OSOwEsfqG7,209413,4
0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,audio_features,3ZHfX6kbiY7JVsB63lLOLu,spotify:track:3ZHfX6kbiY7JVsB63lLOLu,https://api.spotify.com/v1/tracks/3ZHfX6kbiY7JVsB63lLOLu,https://api.spotify.com/v1/audio-analysis/3ZHfX6kbiY7JVsB63lLOLu,267653,3
0.721,0.521,2,-8.123,1,0.0612,0.0707,0.00552,0.127,0.942,123.118,audio_features,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4
0.397,0.278,2,-15.274,0,0.0341,0.774,1.15e-05,0.229,0.329,82.829,audio_features,7w2N57g1N1Q7yL2Jai6rv5,spotify:track:7w2N57g1N1Q7yL2Jai6rv5,https://api.spotify.com/v1/tracks/7w2N57g1N1Q7yL2Jai6rv5,https://api.spotify.com/v1/audio-analysis/7w2N57g1N1Q7yL2Jai6rv5,278733,3
0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,audio_features,3YRCqOhFifThpSRFJ1VWFM,spotify:track:3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,536067,4
0.364,0.747,6,-4.524,1,0.0309,0.108,3.5e-06,0.0912,0.506,171.875,audio_features,1W3hBL2zJauBcNtlkPqgUj,spotify:track:1W3hBL2zJauBcNtlkPqgUj,https://api.spotify.com/v1/tracks/1W3hBL2zJauBcNtlkPqgUj,https://api.spotify.com/v1/audio-analysis/1W3hBL2zJauBcNtlkPqgUj,322480,4
0.708,0.663,7,-12.344,1,0.0327,0.0485,0.000441,0.0725,0.88,103.466,audio_features,5dmlMfZajWNbUskAg9CN3V,spotify:track:5dmlMfZajWNbUskAg9CN3V,https://api.spotify.com/v1/tracks/5dmlMfZajWNbUskAg9CN3V,https://api.spotify.com/v1/audio-analysis/5dmlMfZajWNbUskAg9CN3V,195467,4
0.574,0.629,2,-8.815,0,0.0363,0.128,0,0.271,0.786,153.119,audio_features,4jDmJ51x1o9NZB5Nxxc7gY,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,300107,4
0.448,0.34,4,-12.353,0,0.0354,0.523,0.104,0.254,0.222,136.11,audio_features,53QZ2hWCZz0NZM7t62zAuV,spotify:track:53QZ2hWCZz0NZM7t62zAuV,https://api.spotify.com/v1/tracks/53QZ2hWCZz0NZM7t62zAuV,https://api.spotify.com/v1/audio-analysis/53QZ2hWCZz0NZM7t62zAuV,392278,3
0.298,0.446,4,-9.581,0,0.0314,0.616,0.000131,0.21,0.0836,112.41,audio_features,0jCwCAIiOXkJsOFnYY6Mjz,spotify:track:0jCwCAIiOXkJsOFnYY6Mjz,https://api.spotify.com/v1/tracks/0jCwCAIiOXkJsOFnYY6Mjz,https://api.spotify.com/v1/audio-analysis/0jCwCAIiOXkJsOFnYY6Mjz,229381,3
0.448,0.386,1,-13.647,1,0.0349,0.435,0.386,0.118,0.366,169.86,audio_features,36h6tRwYbgslQ8mMfQA6mm,spotify:track:36h6tRwYbgslQ8mMfQA6mm,https://api.spotify.com/v1/tracks/36h6tRwYbgslQ8mMfQA6mm,https://api.spotify.com/v1/audio-analysis/36h6tRwYbgslQ8mMfQA6mm,208803,3
0.439,0.342,11,-17.27,1,0.0312,0.185,0.371,0.15,0.284,119.883,audio_features,5DU9leZ8xH5ummOWke2NKE,spotify:track:5DU9leZ8xH5ummOWke2NKE,https://api.spotify.com/v1/tracks/5DU9leZ8xH5ummOWke2NKE,https://api.spotify.com/v1/audio-analysis/5DU9leZ8xH5ummOWke2NKE,190000,4
0.207,0.00712,7,-31.917,0,0.037,0.978,0.907,0.0755,0.0558,76.401,audio_features,1Hc9rfFRsUE8nyKDnyXg7f,spotify:track:1Hc9rfFRsUE8nyKDnyXg7f,https://api.spotify.com/v1/tracks/1Hc9rfFRsUE8nyKDnyXg7f,https://api.spotify.com/v1/audio-analysis/1Hc9rfFRsUE8nyKDnyXg7f,186735,4
0.452,0.179,9,-11.165,1,0.0824,0.899,0,0.178,0.103,121.488,audio_features,121so7t3AeX6nLMvxy9ZP9,spotify:track:121so7t3AeX6nLMvxy9ZP9,https://api.spotify.com/v1/tracks/121so7t3AeX6nLMvxy9ZP9,https://api.spotify.com/v1/audio-analysis/121so7t3AeX6nLMvxy9ZP9,268867,4
0.81,0.591,8,-13.385,1,0.0638,0.414,0.799,0.072,0.297,136.028,audio_features,2BndJYJQ17UcEeUFJP5JmY,spotify:track:2BndJYJQ17UcEeUFJP5JmY,https://api.spotify.com/v1/tracks/2BndJYJQ17UcEeUFJP5JmY,https://api.spotify.com/v1/audio-analysis/2BndJYJQ17UcEeUFJP5JmY,297775,4
0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,audio_features,67Hna13dNDkZvBpTXRIaOJ,spotify:track:67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/tracks/67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/audio-analysis/67Hna13dNDkZvBpTXRIaOJ,330773,4
0.266,0.62,4,-8.971,0,0.0859,0.137,0.0298,0.119,0.194,149.872,audio_features,2ghEvVSUeF4oGM8BBYStVk,spotify:track:2ghEvVSUeF4oGM8BBYStVk,https://api.spotify.com/v1/tracks/2ghEvVSUeF4oGM8BBYStVk,https://api.spotify.com/v1/audio-analysis/2ghEvVSUeF4oGM8BBYStVk,328914,4
0.529,0.384,1,-11.27,0,0.0309,0.178,0.0721,0.148,0.396,160.003,audio_features,1IGdNTlMw4RJENneYMLYyF,spotify:track:1IGdNTlMw4RJENneYMLYyF,https://api.spotify.com/v1/tracks/1IGdNTlMw4RJENneYMLYyF,https://api.spotify.com/v1/audio-analysis/1IGdNTlMw4RJENneYMLYyF,257625,3
0.762,0.309,0,-11.698,1,0.0636,0.606,0.00137,0.0826,0.845,90.055,audio_features,0mlcJ7kYpwhni4gshG5Tkc,spotify:track:0mlcJ7kYpwhni4gshG5Tkc,https://api.spotify.com/v1/tracks/0mlcJ7kYpwhni4gshG5Tkc,https://api.spotify.com/v1/audio-analysis/0mlcJ7kYpwhni4gshG5Tkc,135334,4
0.484,0.689,9,-9.174,0,0.0568,0.504,0.285,0.103,0.516,81.891,audio_features,5xOAQ5o5mPI2FZZEOu1NZL,spotify:track:5xOAQ5o5mPI2FZZEOu1NZL,https://api.spotify.com/v1/tracks/5xOAQ5o5mPI2FZZEOu1NZL,https://api.spotify.com/v1/audio-analysis/5xOAQ5o5mPI2FZZEOu1NZL,229600,4
0.622,0.531,7,-8.134,0,0.0234,0.623,0.000105,0.105,0.443,81.482,audio_features,4TZJLJqo00NHNSx7078XWv,spotify:track:4TZJLJqo00NHNSx7078XWv,https://api.spotify.com/v1/tracks/4TZJLJqo00NHNSx7078XWv,https://api.spotify.com/v1/audio-analysis/4TZJLJqo00NHNSx7078XWv,288480,4
0.408,0.415,7,-11.257,1,0.0248,0.503,0.906,0.105,0.275,89.801,audio_features,3uozbmBqY6tB7dQJFtb5l5,spotify:track:3uozbmBqY6tB7dQJFtb5l5,https://api.spotify.com/v1/tracks/3uozbmBqY6tB7dQJFtb5l5,https://api.spotify.com/v1/audio-analysis/3uozbmBqY6tB7dQJFtb5l5,311000,4
0.499,0.468,0,-9.995,0,0.0396,0.795,0.88,0.0899,0.0763,141.463,audio_features,7jA5OcunWRSYXq98puhAX8,spotify:track:7jA5OcunWRSYXq98puhAX8,https://api.spotify.com/v1/tracks/7jA5OcunWRSYXq98puhAX8,https://api.spotify.com/v1/audio-analysis/7jA5OcunWRSYXq98puhAX8,157000,4
0.505,0.526,4,-6.245,1,0.0247,0.393,0.00931,0.0764,0.144,81.476,audio_features,5IgH3LpGVMX0kwSC2O7aLO,spotify:track:5IgH3LpGVMX0kwSC2O7aLO,https://api.spotify.com/v1/tracks/5IgH3LpGVMX0kwSC2O7aLO,https://api.spotify.com/v1/audio-analysis/5IgH3LpGVMX0kwSC2O7aLO,220172,4
0.542,0.353,8,-10.755,1,0.0367,0.23,0.201,0.129,0.309,74.992,audio_features,3BQRmEJF32vjzx6u2cJgeC,spotify:track:3BQRmEJF32vjzx6u2cJgeC,https://api.spotify.com/v1/tracks/3BQRmEJF32vjzx6u2cJgeC,https://api.spotify.com/v1/audio-analysis/3BQRmEJF32vjzx6u2cJgeC,401253,4
0.692,0.578,1,-9.32,1,0.0294,0.0891,0.295,0.0769,0.617,75.019,audio_features,4kkn8BdHj67rEYUlRWdNVl,spotify:track:4kkn8BdHj67rEYUlRWdNVl,https://api.spotify.com/v1/tracks/4kkn8BdHj67rEYUlRWdNVl,https://api.spotify.com/v1/audio-analysis/4kkn8BdHj67rEYUlRWdNVl,217517,4
0.481,0.323,2,-14.384,1,0.0326,0.964,0.904,0.102,0.0837,117.963,audio_features,5ykXsKJqx0GE0dsogxjylG,spotify:track:5ykXsKJqx0GE0dsogxjylG,https://api.spotify.com/v1/tracks/5ykXsKJqx0GE0dsogxjylG,https://api.spotify.com/v1/audio-analysis/5ykXsKJqx0GE0dsogxjylG,208400,4
0.828,0.221,4,-14.332,0,0.0838,0.459,0.0339,0.0891,0.2,132.994,audio_features,1lpLPTbD2SzE2ULY8s1rSu,spotify:track:1lpLPTbD2SzE2ULY8s1rSu,https://api.spotify.com/v1/tracks/1lpLPTbD2SzE2ULY8s1rSu,https://api.spotify.com/v1/audio-analysis/1lpLPTbD2SzE2ULY8s1rSu,227368,4
0.372,0.315,0,-12.017,1,0.0329,0.637,0.859,0.214,0.201,160.051,audio_features,5n0KgAPW4nrIyeXuteHLAm,spotify:track:5n0KgAPW4nrIyeXuteHLAm,https://api.spotify.com/v1/tracks/5n0KgAPW4nrIyeXuteHLAm,https://api.spotify.com/v1/audio-analysis/5n0KgAPW4nrIyeXuteHLAm,170326,4
0.489,0.456,11,-9.021,0,0.0267,0.0291,0.235,0.173,0.289,80.066,audio_features,2pJjg03o9Wx1P0xuoeQfRz,spotify:track:2pJjg03o9Wx1P0xuoeQfRz,https://api.spotify.com/v1/tracks/2pJjg03o9Wx1P0xuoeQfRz,https://api.spotify.com/v1/audio-analysis/2pJjg03o9Wx1P0xuoeQfRz,302733,4
0.814,0.519,1,-5.598,1,0.0675,0.227,6.81e-06,0.0858,0.751,82.003,audio_features,0FdgJ5j1I8o2h0PYCt9JFf,spotify:track:0FdgJ5j1I8o2h0PYCt9JFf,https://api.spotify.com/v1/tracks/0FdgJ5j1I8o2h0PYCt9JFf,https://api.spotify.com/v1/audio-analysis/0FdgJ5j1I8o2h0PYCt9JFf,226255,4
0.242,0.0156,2,-30.748,0,0.0366,0.858,0.000191,0.114,0.183,120.635,audio_features,1yJzoX4xPsACzVxUarXRKa,spotify:track:1yJzoX4xPsACzVxUarXRKa,https://api.spotify.com/v1/tracks/1yJzoX4xPsACzVxUarXRKa,https://api.spotify.com/v1/audio-analysis/1yJzoX4xPsACzVxUarXRKa,99680,3
0.612,0.0332,1,-20.118,0,0.0571,0.93,0.1,0.111,0.425,110.614,audio_features,5xSNsHcDyiBwXCGmBqB9RJ,spotify:track:5xSNsHcDyiBwXCGmBqB9RJ,https://api.spotify.com/v1/tracks/5xSNsHcDyiBwXCGmBqB9RJ,https://api.spotify.com/v1/audio-analysis/5xSNsHcDyiBwXCGmBqB9RJ,192173,4
