danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.388,0.44,1,-11.409,0,0.0319,0.765,1.49e-05,0.205,0.368,132.443,audio_features,1NeQzAqahRYI09bgLbhVFN,spotify:track:1NeQzAqahRYI09bgLbhVFN,https://api.spotify.com/v1/tracks/1NeQzAqahRYI09bgLbhVFN,https://api.spotify.com/v1/audio-analysis/1NeQzAqahRYI09bgLbhVFN,345347,4
0.543,0.244,10,-10.437,0,0.0263,0.897,0.122,0.109,0.204,132.184,audio_features,2qUdzB37bEOOqTMzjVbRVw,spotify:track:2qUdzB37bEOOqTMzjVbRVw,https://api.spotify.com/v1/tracks/2qUdzB37bEOOqTMzjVbRVw,https://api.spotify.com/v1/audio-analysis/2qUdzB37bEOOqTMzjVbRVw,190000,3
0.482,0.705,7,-6.631,0,0.0309,0.115,0.861,0.443,0.0746,92.038,audio_features,0EAPIrzv8mH341ZbFoJOi6,spotify:track:0EAPIrzv8mH341ZbFoJOi6,https://api.spotify.com/v1/tracks/0EAPIrzv8mH341ZbFoJOi6,https://api.spotify.com/v1/audio-analysis/0EAPIrzv8mH341ZbFoJOi6,181880,4
0.374,0.449,4,-14.275,0,0.0325,0.469,0.921,0.101,0.0374,139.591,audio_features,3uYrVtgRuz4XiOOXDV805X,spotify:track:3uYrVtgRuz4XiOOXDV805X,https://api.spotify.com/v1/tracks/3uYrVtgRuz4XiOOXDV805X,https://api.spotify.com/v1/audio-analysis/3uYrVtgRuz4XiOOXDV805X,332651,4
0.524,0.68,6,-5.118,0,0.029,0.0639,0,0.106,0.363,170.013,audio_features,2naE8OU5ZEqGifm6mzG4pY,spotify:track:2naE8OU5ZEqGifm6mzG4pY,https://api.spotify.com/v1/tracks/2naE8OU5ZEqGifm6mzG4pY,https://api.spotify.com/v1/audio-analysis/2naE8OU5ZEqGifm6mzG4pY,219892,3
0.561,0.555,11,-9.734,0,0.0287,0.16,0,0.114,0.497,134.369,audio_features,0jWgAnTrNZmOGmqgvHhZEm,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,295493,4
0.674,0.327,4,-16.986,0,0.0574,0.613,0.199,0.0756,0.494,108.995,audio_features,5zb7npjQqoJ7Kcpq4yD9qn,spotify:track:5zb7npjQqoJ7Kcpq4yD9qn,https://api.spotify.com/v1/tracks/5zb7npjQqoJ7Kcpq4yD9qn,https://api.spotify.com/v1/audio-analysis/5zb7npjQqoJ7Kcpq4yD9qn,284373,4
0.34,0.489,7,-15.316,1,0.0412,0.83,0.91,0.141,0.468,157.024,audio_features,1Ojz92vyPK4fJ5K8RVnV5u,spotify:track:1Ojz92vyPK4fJ5K8RVnV5u,https://api.spotify.com/v1/tracks/1Ojz92vyPK4fJ5K8RVnV5u,https://api.spotify.com/v1/audio-analysis/1Ojz92vyPK4fJ5K8RVnV5u,167880,3
0.3,0.114,5,-24.887,0,0.0475,0.836,0.955,0.126,0.209,136.495,audio_features,1gni5ELqYdpthIIAuVxII8,spotify:track:1gni5ELqYdpthIIAuVxII8,https://api.spotify.com/v1/tracks/1gni5ELqYdpthIIAuVxII8,https://api.spotify.com/v1/audio-analysis/1gni5ELqYdpthIIAuVxII8,197610,5
0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4
0.39,0.505,2,-9.455,0,0.17,0.681,0.000218,0.118,0.564,66.702,audio_features,1WOJphfLElXvmiurguo0i8,spotify:track:1WOJphfLElXvmiurguo0i8,https://api.spotify.com/v1/tracks/1WOJphfLElXvmiurguo0i8,https://api.spotify.com/v1/audio-analysis/1WOJphfLElXvmiurguo0i8,188500,3
0.449,0.585,5,-6.762,1,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,audio_features,6nek1Nin9q48AVZcWs9e9D,spotify:track:6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,278719,4
0.589,0.256,6,-13.584,0,0.0327,0.982,0.898,0.0934,0.201,95.564,audio_features,41UTnVa6DvcVPUYoXWA97h,spotify:track:41UTnVa6DvcVPUYoXWA97h,https://api.spotify.com/v1/tracks/41UTnVa6DvcVPUYoXWA97h,https://api.spotify.com/v1/audio-analysis/41UTnVa6DvcVPUYoXWA97h,205991,3
0.526,0.867,0,-5.008,0,0.0502,0.0469,0,0.0859,0.455,154.062,audio_features,0pk7GfrxFyQuhRwCMuZZoN,spotify:track:0pk7GfrxFyQuhRwCMuZZoN,https://api.spotify.com/v1/tracks/0pk7GfrxFyQuhRwCMuZZoN,https://api.spotify.com/v1/audio-analysis/0pk7GfrxFyQuhRwCMuZZoN,278976,4
0.607,0.952,9,-5.336,1,0.0551,0.00549,0,0.384,0.439,124.883,audio_features,0E1balm1XhVEhfNLlc4x7y,spotify:track:0E1balm1XhVEhfNLlc4x7y,https://api.spotify.com/v1/tracks/0E1balm1XhVEhfNLlc4x7y,https://api.spotify.com/v1/audio-analysis/0E1balm1XhVEhfNLlc4x7y,267000,4
0.598,0.437,2,-10.97,1,0.0422,0.0883,0.839,0.1,0.0697,147.844,audio_features,4wm54RgVLbAtk5v4A9I9x5,spotify:track:4wm54RgVLbAtk5v4A9I9x5,https://api.spotify.com/v1/tracks/4wm54RgVLbAtk5v4A9I9x5,https://api.spotify.com/v1/audio-analysis/4wm54RgVLbAtk5v4A9I9x5,172009,4
0.64,0.602,9,-7.902,1,0.0299,0.0646,0,0.375,0.951,111.87,audio_features,0u4htORODiTK9vHVA89MQX,spotify:track:0u4htORODiTK9vHVA89MQX,https://api.spotify.com/v1/tracks/0u4htORODiTK9vHVA89MQX,https://api.spotify.com/v1/audio-analysis/0u4htORODiTK9vHVA89MQX,193893,4
0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,109.942,audio_features,2cGxRwrMyEAp8dEbuZaVv6,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,https://api.spotify.com/v1/tracks/2cGxRwrMyEAp8dEbuZaVv6,https://api.spotify.com/v1/audio-analysis/2cGxRwrMyEAp8dEbuZaVv6,337560,4
0.504,0.381,6,-10.087,0,0.0339,0.707,0.000924,0.0798,0.276,83.9,audio_features,1ZXfToGBX4iSwghR23xf1h,spotify:track:1ZXfToGBX4iSwghR23xf1h,https://api.spotify.com/v1/tracks/1ZXfToGBX4iSwghR23xf1h,https://api.spotify.com/v1/audio-analysis/1ZXfToGBX4iSwghR23xf1h,279227,4
0.15,0.142,5,-17.252,0,0.0337,0.604,0.972,0.105,0.0342,104.004,audio_features,49dtfFNsHwowLTRMtVKnfI,spotify:track:49dtfFNsHwowLTRMtVKnfI,https://api.spotify.com/v1/tracks/49dtfFNsHwowLTRMtVKnfI,https://api.spotify.com/v1/audio-analysis/49dtfFNsHwowLTRMtVKnfI,181373,4
0.518,0.434,8,-12.232,1,0.0314,0.0708,0.748,0.421,0.0991,126.02,audio_features,5xKVYMxOHB2XRLCUafFrz6,spotify:track:5xKVYMxOHB2XRLCUafFrz6,https://api.spotify.com/v1/tracks/5xKVYMxOHB2XRLCUafFrz6,https://api.spotify.com/v1/audio-analysis/5xKVYMxOHB2XRLCUafFrz6,143800,3
0.403,0.591,1,-8.126,1,0.0514,0.511,0.896,0.108,0.192,135.047,audio_features,4JtvyWkWQTPVcroZf8JJkp,spotify:track:4JtvyWkWQTPVcroZf8JJkp,https://api.spotify.com/v1/tracks/4JtvyWkWQTPVcroZf8JJkp,https://api.spotify.com/v1/audio-analysis/4JtvyWkWQTPVcroZf8JJkp,117395,4
0.237,0.426,9,-8.084,0,0.0365,0.955,0,0.228,0.412,86.233,audio_features,2IubXCK45GZmZLHmOTuW8d,spotify:track:2IubXCK45GZmZLHmOTuW8d,https://api.spotify.com/v1/tracks/2IubXCK45GZmZLHmOTuW8d,https://api.spotify.com/v1/audio-analysis/2IubXCK45GZmZLHmOTuW8d,223089,5
0.065,0.341,10,-12.743,0,0.0482,0.154,0.854,0.109,0.0334,65.38,audio_features,56oReVXIfUO9xkX7pHmEU0,spotify:track:56oReVXIfUO9xkX7pHmEU0,https://api.spotify.com/v1/tracks/56oReVXIfUO9xkX7pHmEU0,https://api.spotify.com/v1/audio-analysis/56oReVXIfUO9xkX7pHmEU0,371747,4
0.427,0.647,6,-8.944,0,0.0353,0.102,2.13e-06,0.133,0.298,99.753,audio_features,5ZEQjTroORCu6uWvZrdeNc,spotify:track:5ZEQjTroORCu6uWvZrdeNc,https://api.spotify.com/v1/tracks/5ZEQjTroORCu6uWvZrdeNc,https://api.spotify.com/v1/audio-analysis/5ZEQjTroORCu6uWvZrdeNc,214200,4
0.634,0.711,11,-6.187,1,0.0457,0.0933,0.0309,0.0823,0.451,124.962,audio_features,0UeYCHOETPfai02uskjJ3x,spotify:track:0UeYCHOETPfai02uskjJ3x,https://api.spotify.com/v1/tracks/0UeYCHOETPfai02uskjJ3x,https://api.spotify.com/v1/audio-analysis/0UeYCHOETPfai02uskjJ3x,235813,4
0.345,0.0581,3,-17.217,1,0.0374,0.976,0.000366,0.103,0.304,174.117,audio_features,3JOVTQ5h8HGFnDdp4VT3MP,spotify:track:3JOVTQ5h8HGFnDdp4VT3MP,https://api.spotify.com/v1/tracks/3JOVTQ5h8HGFnDdp4VT3MP,https://api.spotify.com/v1/audio-analysis/3JOVTQ5h8HGFnDdp4VT3MP,189507,4
0.161,0.143,2,-24.125,0,0.0431,0.868,0.768,0.1,0.0795,94.992,audio_features,42gZM6AQ9BDMaTyTmMDVlN,spotify:track:42gZM6AQ9BDMaTyTmMDVlN,https://api.spotify.com/v1/tracks/42gZM6AQ9BDMaTyTmMDVlN,https://api.spotify.com/v1/audio-analysis/42gZM6AQ9BDMaTyTmMDVlN,255160,4
0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,audio_features,5CMjjywI0eZMixPeqNd75R,spotify:track:5CMjjywI0eZMixPeqNd75R,https://api.spotify.com/v1/tracks/5CMjjywI0eZMixPeqNd75R,https://api.spotify.com/v1/audio-analysis/5CMjjywI0eZMixPeqNd75R,353893,4
0.414,0.51,4,-11.01,0,0.0416,0.0339,0.877,0.354,0.104,132.55,audio_features,3sHDUDp9toIZazaERUL6pP,spotify:track:3sHDUDp9toIZazaERUL6pP,https://api.spotify.com/v1/tracks/3sHDUDp9toIZazaERUL6pP,https://api.spotify.com/v1/audio-analysis/3sHDUDp9toIZazaERUL6pP,333200,4
0.731,0.323,0,-8.565,1,0.0375,0.181,0.863,0.18,0.264,118.11,audio_features,4uPcc3RpxhFWy8H0EWXQ9T,spotify:track:4uPcc3RpxhFWy8H0EWXQ9T,https://api.spotify.com/v1/tracks/4uPcc3RpxhFWy8H0EWXQ9T,https://api.spotify.com/v1/audio-analysis/4uPcc3RpxhFWy8H0EWXQ9T,497230,4
0.482,0.457,1,-13.99,0,0.0449,0.406,0.618,0.297,0.202,87.166,audio_features,7M0fsXo6rpXOKkveYooBob,spotify:track:7M0fsXo6rpXOKkveYooBob,https://api.spotify.com/v1/tracks/7M0fsXo6rpXOKkveYooBob,https://api.spotify.com/v1/audio-analysis/7M0fsXo6rpXOKkveYooBob,256787,4
0.483,0.715,11,-5.572,0,0.0366,0.254,1.49e-05,0.557,0.425,188.135,audio_features,3TWV5EsCokyqISIIXwOLN1,spotify:track:3TWV5EsCokyqISIIXwOLN1,https://api.spotify.com/v1/tracks/3TWV5EsCokyqISIIXwOLN1,https://api.spotify.com/v1/audio-analysis/3TWV5EsCokyqISIIXwOLN1,222000,4
0.291,0.0209,1,-28.088,1,0.039,0.991,0.924,0.107,0.0369,67.778,audio_features,1vkVcgGJptUw01pxLop6sQ,spotify:track:1vkVcgGJptUw01pxLop6sQ,https://api.spotify.com/v1/tracks/1vkVcgGJptUw01pxLop6sQ,https://api.spotify.com/v1/audio-analysis/1vkVcgGJptUw01pxLop6sQ,279800,3
0.281,0.0126,10,-32.216,1,0.0362,0.982,0.94,0.076,0.055,103.858,audio_features,7eEwJgT8rrPljWDBoWOn0J,spotify:track:7eEwJgT8rrPljWDBoWOn0J,https://api.spotify.com/v1/tracks/7eEwJgT8rrPljWDBoWOn0J,https://api.spotify.com/v1/audio-analysis/7eEwJgT8rrPljWDBoWOn0J,284893,3
0.289,0.0601,6,-23.913,1,0.0366,0.993,0.899,0.0921,0.0664,131.408,audio_features,7IrGguIU6ChWfmRh41S4JF,spotify:track:7IrGguIU6ChWfmRh41S4JF,https://api.spotify.com/v1/tracks/7IrGguIU6ChWfmRh41S4JF,https://api.spotify.com/v1/audio-analysis/7IrGguIU6ChWfmRh41S4JF,347387,4
0.248,0.0255,5,-25.497,1,0.0372,0.994,0.924,0.096,0.0381,71.337,audio_features,2g5eKGgr5fTW0uKIshXXp2,spotify:track:2g5eKGgr5fTW0uKIshXXp2,https://api.spotify.com/v1/tracks/2g5eKGgr5fTW0uKIshXXp2,https://api.spotify.com/v1/audio-analysis/2g5eKGgr5fTW0uKIshXXp2,274347,3
0.225,0.045,6,-27.619,1,0.0366,0.994,0.918,0.0901,0.0611,73.397,audio_features,0jK4YCzcpiMxFuEThV2bEY,spotify:track:0jK4YCzcpiMxFuEThV2bEY,https://api.spotify.com/v1/tracks/0jK4YCzcpiMxFuEThV2bEY,https://api.spotify.com/v1/audio-analysis/0jK4YCzcpiMxFuEThV2bEY,160040,3
0.25,0.00354,2,-34.768,0,0.0439,0.995,0.929,0.0708,0.0477,69.681,audio_features,5AN5fWf42MnStMxySTcrBO,spotify:track:5AN5fWf42MnStMxySTcrBO,https://api.spotify.com/v1/tracks/5AN5fWf42MnStMxySTcrBO,https://api.spotify.com/v1/audio-analysis/5AN5fWf42MnStMxySTcrBO,317613,5
0.278,0.0641,1,-22.353,1,0.0401,0.991,0.916,0.125,0.0399,69.754,audio_features,0C3t4yF6ysJQg5wQjcfmRD,spotify:track:0C3t4yF6ysJQg5wQjcfmRD,https://api.spotify.com/v1/tracks/0C3t4yF6ysJQg5wQjcfmRD,https://api.spotify.com/v1/audio-analysis/0C3t4yF6ysJQg5wQjcfmRD,298267,4
0.215,0.0178,11,-29.549,1,0.0464,0.995,0.878,0.0768,0.0435,69.765,audio_features,3qcrhvrPUl34TYbm89DkQ1,spotify:track:3qcrhvrPUl34TYbm89DkQ1,https://api.spotify.com/v1/tracks/3qcrhvrPUl34TYbm89DkQ1,https://api.spotify.com/v1/audio-analysis/3qcrhvrPUl34TYbm89DkQ1,252373,4
0.348,0.0261,3,-28.686,1,0.0456,0.995,0.87,0.0965,0.0754,64.308,audio_features,0bGWAb70a99uuvyD1koL6z,spotify:track:0bGWAb70a99uuvyD1koL6z,https://api.spotify.com/v1/tracks/0bGWAb70a99uuvyD1koL6z,https://api.spotify.com/v1/audio-analysis/0bGWAb70a99uuvyD1koL6z,316680,4
0.208,0.0771,0,-20.712,0,0.0404,0.992,0.886,0.0995,0.0388,70.028,audio_features,6tz46gduFYG0w1ezFiMZRA,spotify:track:6tz46gduFYG0w1ezFiMZRA,https://api.spotify.com/v1/tracks/6tz46gduFYG0w1ezFiMZRA,https://api.spotify.com/v1/audio-analysis/6tz46gduFYG0w1ezFiMZRA,354333,3
0.23,0.0347,1,-26.335,1,0.0387,0.994,0.904,0.102,0.0662,72.054,audio_features,3AoOtAvSypaMGfps1xuZ5C,spotify:track:3AoOtAvSypaMGfps1xuZ5C,https://api.spotify.com/v1/tracks/3AoOtAvSypaMGfps1xuZ5C,https://api.spotify.com/v1/audio-analysis/3AoOtAvSypaMGfps1xuZ5C,332400,3
0.232,0.0469,5,-25.369,0,0.0373,0.992,0.924,0.196,0.0555,86.006,audio_features,5XnDNleZpy8L8HQM1HzNv2,spotify:track:5XnDNleZpy8L8HQM1HzNv2,https://api.spotify.com/v1/tracks/5XnDNleZpy8L8HQM1HzNv2,https://api.spotify.com/v1/audio-analysis/5XnDNleZpy8L8HQM1HzNv2,261333,3
0.296,0.0332,4,-23.33,1,0.0362,0.995,0.88,0.0927,0.0566,68.989,audio_features,42jRNrdjrX8liQisRsECnL,spotify:track:42jRNrdjrX8liQisRsECnL,https://api.spotify.com/v1/tracks/42jRNrdjrX8liQisRsECnL,https://api.spotify.com/v1/audio-analysis/42jRNrdjrX8liQisRsECnL,239333,4
0.175,0.0102,1,-32.05,0,0.0451,0.99,0.918,0.162,0.0884,62.123,audio_features,3GCH99dSrl0piNy7TKmE5X,spotify:track:3GCH99dSrl0piNy7TKmE5X,https://api.spotify.com/v1/tracks/3GCH99dSrl0piNy7TKmE5X,https://api.spotify.com/v1/audio-analysis/3GCH99dSrl0piNy7TKmE5X,213667,3
0.169,0.00912,0,-35.029,0,0.0426,0.993,0.895,0.104,0.0453,73.677,audio_features,2duZhK4NI6RMfTncdLqsBQ,spotify:track:2duZhK4NI6RMfTncdLqsBQ,https://api.spotify.com/v1/tracks/2duZhK4NI6RMfTncdLqsBQ,https://api.spotify.com/v1/audio-analysis/2duZhK4NI6RMfTncdLqsBQ,227787,5
0.5,0.396,11,-8.615,0,0.0272,0.292,0.00581,0.0956,0.351,78.189,audio_features,5doM1qJXf7JN6kyGjRDlTq,spotify:track:5doM1qJXf7JN6kyGjRDlTq,https://api.spotify.com/v1/tracks/5doM1qJXf7JN6kyGjRDlTq,https://api.spotify.com/v1/audio-analysis/5doM1qJXf7JN6kyGjRDlTq,195827,4
0.957,0.427,11,-7.97,0,0.0539,0.162,0.00689,0.0659,0.961,108.973,audio_features,0TLHUakjgTs8KaSoCm0e8v,spotify:track:0TLHUakjgTs8KaSoCm0e8v,https://api.spotify.com/v1/tracks/0TLHUakjgTs8KaSoCm0e8v,https://api.spotify.com/v1/audio-analysis/0TLHUakjgTs8KaSoCm0e8v,226235,4
0.499,0.395,11,-8.615,0,0.0272,0.293,0.00835,0.0963,0.349,78.266,audio_features,2ZDM6gmgnX3sIjOmt2B9oV,spotify:track:2ZDM6gmgnX3sIjOmt2B9oV,https://api.spotify.com/v1/tracks/2ZDM6gmgnX3sIjOmt2B9oV,https://api.spotify.com/v1/audio-analysis/2ZDM6gmgnX3sIjOmt2B9oV,195827,4
0.508,0.657,1,-5.778,1,0.0283,0.0702,7.35e-05,0.165,0.349,83.008,audio_features,7tvZoGe1BFY8aegTXy6KcD,spotify:track:7tvZoGe1BFY8aegTXy6KcD,https://api.spotify.com/v1/tracks/7tvZoGe1BFY8aegTXy6KcD,https://api.spotify.com/v1/audio-analysis/7tvZoGe1BFY8aegTXy6KcD,202213,4
0.435,0.0571,4,-23.424,0,0.0605,0.977,0.887,0.0975,0.108,124.05,audio_features,7jr18XsRTEbcRuR8Yp5JvF,spotify:track:7jr18XsRTEbcRuR8Yp5JvF,https://api.spotify.com/v1/tracks/7jr18XsRTEbcRuR8Yp5JvF,https://api.spotify.com/v1/audio-analysis/7jr18XsRTEbcRuR8Yp5JvF,151480,4
0.762,0.787,10,-4.311,0,0.127,0.0537,0,0.126,0.691,125.067,audio_features,7Izh7zLJGw1Nscd62Exxj4,spotify:track:7Izh7zLJGw1Nscd62Exxj4,https://api.spotify.com/v1/tracks/7Izh7zLJGw1Nscd62Exxj4,https://api.spotify.com/v1/audio-analysis/7Izh7zLJGw1Nscd62Exxj4,204347,4
0.505,0.198,0,-17.958,0,0.0271,0.91,0.000876,0.147,0.348,87.978,audio_features,47Dt77TpzhiThFnSsuEPW7,spotify:track:47Dt77TpzhiThFnSsuEPW7,https://api.spotify.com/v1/tracks/47Dt77TpzhiThFnSsuEPW7,https://api.spotify.com/v1/audio-analysis/47Dt77TpzhiThFnSsuEPW7,210599,4
0.525,0.259,8,-14.79,0,0.0426,0.911,0.435,0.117,0.347,136.99,audio_features,3aBD6y27hfikfyjgm3OTCS,spotify:track:3aBD6y27hfikfyjgm3OTCS,https://api.spotify.com/v1/tracks/3aBD6y27hfikfyjgm3OTCS,https://api.spotify.com/v1/audio-analysis/3aBD6y27hfikfyjgm3OTCS,163670,4
0.534,0.66,4,-6.738,0,0.041,0.0366,0,0.109,0.295,113.992,audio_features,1xu41agRIN3JMNFiZqGa1r,spotify:track:1xu41agRIN3JMNFiZqGa1r,https://api.spotify.com/v1/tracks/1xu41agRIN3JMNFiZqGa1r,https://api.spotify.com/v1/audio-analysis/1xu41agRIN3JMNFiZqGa1r,316880,4
0.471,0.332,1,-13.299,1,0.0287,0.658,0.908,0.0924,0.0371,90.018,audio_features,2JAsaajZlRHDZ6ioWbXGhO,spotify:track:2JAsaajZlRHDZ6ioWbXGhO,https://api.spotify.com/v1/tracks/2JAsaajZlRHDZ6ioWbXGhO,https://api.spotify.com/v1/audio-analysis/2JAsaajZlRHDZ6ioWbXGhO,325920,4
0.437,0.618,9,-4.348,1,0.0351,0.331,0,0.114,0.448,128.969,audio_features,4HLnkvUWQXRuOL7flgk20F,spotify:track:4HLnkvUWQXRuOL7flgk20F,https://api.spotify.com/v1/tracks/4HLnkvUWQXRuOL7flgk20F,https://api.spotify.com/v1/audio-analysis/4HLnkvUWQXRuOL7flgk20F,207613,4
0.305,0.246,7,-12.648,1,0.0492,0.562,8e-05,0.132,0.394,167.327,audio_features,5OwYr4zZXwoyBzYeDIucq9,spotify:track:5OwYr4zZXwoyBzYeDIucq9,https://api.spotify.com/v1/tracks/5OwYr4zZXwoyBzYeDIucq9,https://api.spotify.com/v1/audio-analysis/5OwYr4zZXwoyBzYeDIucq9,201760,3
0.52,0.271,11,-18.464,0,0.0636,0.962,0.00123,0.159,0.394,120.392,audio_features,19RdiPkl18jXVfnvMaZBQV,spotify:track:19RdiPkl18jXVfnvMaZBQV,https://api.spotify.com/v1/tracks/19RdiPkl18jXVfnvMaZBQV,https://api.spotify.com/v1/audio-analysis/19RdiPkl18jXVfnvMaZBQV,151320,4
0.521,0.357,10,-9.801,0,0.0761,0.961,1.57e-06,0.215,0.608,115.282,audio_features,2ZE8jWYtT7nCi8WzSuYgXS,spotify:track:2ZE8jWYtT7nCi8WzSuYgXS,https://api.spotify.com/v1/tracks/2ZE8jWYtT7nCi8WzSuYgXS,https://api.spotify.com/v1/audio-analysis/2ZE8jWYtT7nCi8WzSuYgXS,158680,3
0.574,0.73,7,-10.455,0,0.0356,0.663,0.947,0.158,0.585,106.964,audio_features,5XW3qdWDtuRGd5j7rGD5fC,spotify:track:5XW3qdWDtuRGd5j7rGD5fC,https://api.spotify.com/v1/tracks/5XW3qdWDtuRGd5j7rGD5fC,https://api.spotify.com/v1/audio-analysis/5XW3qdWDtuRGd5j7rGD5fC,206000,4
0.349,0.947,2,-4.514,0,0.0355,0.149,0.928,0.0663,0.396,128.007,audio_features,089LThgJVtxBDOrww58J0x,spotify:track:089LThgJVtxBDOrww58J0x,https://api.spotify.com/v1/tracks/089LThgJVtxBDOrww58J0x,https://api.spotify.com/v1/audio-analysis/089LThgJVtxBDOrww58J0x,240587,4
0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,239600,4
0.566,0.654,2,-5.577,0,0.0645,0.328,0.0158,0.0775,0.243,62.508,audio_features,2308Uo2LRqxC30pdGPO9oS,spotify:track:2308Uo2LRqxC30pdGPO9oS,https://api.spotify.com/v1/tracks/2308Uo2LRqxC30pdGPO9oS,https://api.spotify.com/v1/audio-analysis/2308Uo2LRqxC30pdGPO9oS,193500,4
0.538,0.878,4,-6.34,0,0.0398,0.152,2.18e-05,0.0943,0.771,86.979,audio_features,7GhcuYSQYNIXidqxLeLrMU,spotify:track:7GhcuYSQYNIXidqxLeLrMU,https://api.spotify.com/v1/tracks/7GhcuYSQYNIXidqxLeLrMU,https://api.spotify.com/v1/audio-analysis/7GhcuYSQYNIXidqxLeLrMU,289333,4
0.595,0.52,7,-9.236,1,0.0329,0.0769,0.866,0.144,0.217,110.035,audio_features,1mOkJLAUr9hpzlmW4M2T8f,spotify:track:1mOkJLAUr9hpzlmW4M2T8f,https://api.spotify.com/v1/tracks/1mOkJLAUr9hpzlmW4M2T8f,https://api.spotify.com/v1/audio-analysis/1mOkJLAUr9hpzlmW4M2T8f,398529,4
0.671,0.716,7,-6.578,1,0.0307,0.107,3.62e-05,0.284,0.623,115.995,audio_features,7yYYWkchsNxQxuoHkJsLBP,spotify:track:7yYYWkchsNxQxuoHkJsLBP,https://api.spotify.com/v1/tracks/7yYYWkchsNxQxuoHkJsLBP,https://api.spotify.com/v1/audio-analysis/7yYYWkchsNxQxuoHkJsLBP,192613,4
0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,audio_features,7lQWRAjyhTpCWFC0jmclT4,spotify:track:7lQWRAjyhTpCWFC0jmclT4,https://api.spotify.com/v1/tracks/7lQWRAjyhTpCWFC0jmclT4,https://api.spotify.com/v1/audio-analysis/7lQWRAjyhTpCWFC0jmclT4,240693,4
0.518,0.676,9,-5.382,0,0.0272,0.168,1.24e-06,0.436,0.6,100.056,audio_features,3Ybp2oGEbdToSuFQtABbyE,spotify:track:3Ybp2oGEbdToSuFQtABbyE,https://api.spotify.com/v1/tracks/3Ybp2oGEbdToSuFQtABbyE,https://api.spotify.com/v1/audio-analysis/3Ybp2oGEbdToSuFQtABbyE,269507,4
0.552,0.799,4,-5.456,0,0.0599,0.0501,0,0.0935,0.613,165.917,audio_features,1vA8u1dEhoaQA3VBf4kRCp,spotify:track:1vA8u1dEhoaQA3VBf4kRCp,https://api.spotify.com/v1/tracks/1vA8u1dEhoaQA3VBf4kRCp,https://api.spotify.com/v1/audio-analysis/1vA8u1dEhoaQA3VBf4kRCp,233722,4
0.522,0.367,7,-10.202,1,0.0263,0.666,0.00014,0.126,0.49,150.048,audio_features,7EvPEqoMxnEGDGbTVpaoaF,spotify:track:7EvPEqoMxnEGDGbTVpaoaF,https://api.spotify.com/v1/tracks/7EvPEqoMxnEGDGbTVpaoaF,https://api.spotify.com/v1/audio-analysis/7EvPEqoMxnEGDGbTVpaoaF,217000,4
0.489,0.308,5,-8.979,1,0.0278,0.978,0.000595,0.0741,0.269,101.115,audio_features,2Nw7SJPxBMbkQdTVPatSgR,spotify:track:2Nw7SJPxBMbkQdTVPatSgR,https://api.spotify.com/v1/tracks/2Nw7SJPxBMbkQdTVPatSgR,https://api.spotify.com/v1/audio-analysis/2Nw7SJPxBMbkQdTVPatSgR,181931,4
0.593,0.288,4,-12.121,0,0.038,0.866,0,0.0866,0.447,128.302,audio_features,4z05OycjpswjAgFdZyW6Po,spotify:track:4z05OycjpswjAgFdZyW6Po,https://api.spotify.com/v1/tracks/4z05OycjpswjAgFdZyW6Po,https://api.spotify.com/v1/audio-analysis/4z05OycjpswjAgFdZyW6Po,277316,4
0.825,0.4,0,-12.626,1,0.0456,0.49,0,0.0981,0.838,106.0,audio_features,1rY4UYyZ3PcuYgWIddkcnL,spotify:track:1rY4UYyZ3PcuYgWIddkcnL,https://api.spotify.com/v1/tracks/1rY4UYyZ3PcuYgWIddkcnL,https://api.spotify.com/v1/audio-analysis/1rY4UYyZ3PcuYgWIddkcnL,224717,4
